Symbol,Nazwa,Kurs,Zmiana%,Zmiana,Wolumen,Data
APP.US,APPLOVIN,40.45,-5.49%,-2.35,5180000.0,15 lis
NEGG.US,NEWEGG COMMERCE,1.0,+30.80%,0.2355,5170000.0,15 lis
TRIP.US,TRIPADVISOR,19.09,+7.19%,1.28,5160000.0,15 lis
HST.US,HOST HOTELS & RESORTS,17.16,+1.06%,0.18,5160000.0,15 lis
EVGO.US,EVGO,3.31,+5.75%,0.18,5140000.0,15 lis
XP.US,XP,23.41,+4.56%,1.02,5130000.0,15 lis
MMAT.US,META MATERIALS,0.0929,+3.11%,0.0028,5120000.0,15 lis
GH.US,GUARDANT HEALTH,22.82,-6.82%,-1.67,5100000.0,15 lis
TCRT.US,ALAUNOS THERAPEUTICS,0.075,+0.94%,0.0007,5090000.0,15 lis
NFLX.US,NETFLIX,461.94,+2.96%,13.29,5040000.0,15 lis
BZ.US,KANZHUN,16.95,+7.21%,1.14,4980000.0,15 lis
GOSS.US,GOSSAMER BIO,0.8107,+30.21%,0.1881,4960000.0,15 lis
MVIS.US,MICROVISION,2.35,+9.81%,0.21,4960000.0,15 lis
ARDX.US,ARDELYX,3.87,-2.76%,-0.11,4940000.0,15 lis
XRAY.US,DENTSPLY SIRONA,29.32,+1.31%,0.38,4930000.0,15 lis
CENN.US,CENNTRO ELECTRIC GROUP,0.2165,+6.28%,0.0128,4910000.0,15 lis
PAGP.US,PLAINS GP HOLDINGS,15.95,-0.19%,-0.03,4840000.0,15 lis
MAT.US,MATTEL,19.16,+1.97%,0.37,4800000.0,15 lis
VLY.US,VALLEY NATIONAL BANCORP,8.85,+2.19%,0.19,4780000.0,15 lis
PACW.US,PACWEST BANCORP,8.25,+1.73%,0.14,4730000.0,15 lis
BBLG.US,BONE BIOLOGICS,0.5431,+8.62%,0.0431,4700000.0,15 lis
TMUS.US,T-MOBILE US,147.2,+0.13%,0.19,4680000.0,15 lis
MNST.US,Monster Beverage Corp,55.42,-0.47%,-0.26,4660000.0,15 lis
GEVO.US,GEVO,1.25,+4.17%,0.05,4630000.0,15 lis
NWL.US,NEWELL BRANDS,7.66,+4.08%,0.3,4610000.0,15 lis
FEMY.US,Femasys,1.01,+8.60%,0.08,4550000.0,15 lis
BTBT.US,BIT DIGITAL,2.24,+6.67%,0.14,4550000.0,15 lis
ROIV.US,ROIVANT SCIENCES,9.07,-2.47%,-0.23,4520000.0,15 lis
PNT.US,POINT BIOPHARMA GLOBAL,13.4,+1.06%,0.14,4430000.0,15 lis
MYMD.US,MyMD Pharmaceuticals,0.3501,+3.58%,0.0121,4410000.0,15 lis
AMAT.US,APPLIED MATERIALS,155.37,+0.84%,1.29,4380000.0,15 lis
DASH.US,DOORDASH,95.16,+1.57%,1.47,4340000.0,15 lis
CIFR.US,CIPHER MINING,2.88,+1.05%,0.03,4290000.0,15 lis
OTLY.US,OATLY GROUP AB,0.5301,+0.02%,0.0001,4240000.0,15 lis
PSNY.US,Polestar Automotive Holding UK,2.23,+2.76%,0.06,4230000.0,15 lis
MVST.US,MICROVAST HOLDINGS,1.3,-2.62%,-0.035,4170000.0,15 lis
DXCM.US,DEXCOM,102.11,+0.72%,0.73,4160000.0,15 lis
ARHS.US,ARHAUS,8.5,-4.49%,-0.4,4120000.0,15 lis
REAL.US,REALREAL,2.2,0.00%,0.0,4120000.0,15 lis
TCOM.US,TRIP.COM GROUP,35.79,+1.22%,0.43,4110000.0000000005,15 lis
HON.US,HONEYWELL INT,189.55,-0.36%,-0.69,4080000.0,15 lis
ROST.US,ROSS STORES,123.97,-0.67%,-0.83,4070000.0000000005,15 lis
FLEX.US,FLEX,26.81,+0.04%,0.01,4050000.0,15 lis
SEDG.US,SOLAREDGE TECHNOLOGIES,80.04,+0.87%,0.69,4019999.9999999995,15 lis
ME.US,23ANDME HOLDING,0.8339,-0.86%,-0.0072,4000000.0,15 lis
MRNA.US,MODERNA,76.35,+3.04%,2.25,3950000.0,15 lis
CSIQ.US,CANADIAN SOLAR,20.55,-4.77%,-1.03,3910000.0,15 lis
MRVI.US,MARAVAI LIFESCIENCES HOLDINGS,5.19,+0.39%,0.02,3880000.0,15 lis
WW.US,WW INT,6.94,+1.02%,0.07,3880000.0,15 lis
SONO.US,SONOS,11.35,+0.80%,0.09,3870000.0,15 lis
BYND.US,BEYOND MEAT,7.24,+7.42%,0.5,3850000.0,15 lis
JGGC.US,JAGUAR GLOBAL GROWTH I,1.7,-76.02%,-5.39,3840000.0,15 lis
VERV.US,VERVE THERAPEUTICS,11.49,+6.69%,0.72,3810000.0,15 lis
INDI.US,INDIE SEMICONDUCTOR,6.85,+4.58%,0.3,3800000.0,15 lis
GEN.US,GEN DIGITAL,19.76,+0.61%,0.12,3800000.0,15 lis
VTYX.US,VENTYX BIOSCIENCES,2.36,+0.43%,0.01,3790000.0,15 lis
SHLS.US,SHOALS TECHNOLOGIES GROUP,15.63,+3.72%,0.56,3780000.0,15 lis
ARCC.US,ARES CAPITAL,19.69,-0.30%,-0.06,3730000.0,15 lis
TSLQ.US,AXS TSLA BEAR DAILY ETF,32.57,-2.40%,-0.8,3730000.0,15 lis
AAOI.US,APPLIED OPTOELECTRONICS,12.71,+3.50%,0.43,3730000.0,15 lis
ZM.US,ZOOM VIDEO COMMUNICATIONS,63.74,+1.55%,0.97,3720000.0,15 lis
CRWD.US,CROWDSTRIKE HOLDINGS,204.29,-1.77%,-3.68,3690000.0,15 lis
BLUE.US,BLUEBIRD BIO,3.29,+0.61%,0.02,3680000.0,15 lis
NAAS.US,NAAS TECHNOLOGY,2.94,+14.84%,0.38,3680000.0,15 lis
ILMN.US,ILLUMINA,100.17,+2.75%,2.68,3660000.0,15 lis
CZR.US,CAESARS ENTERTAINMENT,46.51,+2.22%,1.01,3630000.0,15 lis
EZGO.US,EZGO TECHNOLOGIES,0.1068,+12.66%,0.012,3630000.0,15 lis
WDC.US,WESTERN DIGITAL,46.03,+0.35%,0.16,3630000.0,15 lis
WEN.US,WENDY'S,19.01,+0.64%,0.12,3620000.0,15 lis
SMCI.US,SUPER MICRO COMPUTER,287.78,-2.07%,-6.09,3610000.0,15 lis
BIDU.US,BAIDU,112.84,+3.01%,3.3,3600000.0,15 lis
WISA.US,WISA TECHNOLOGIES,0.1358,-10.30%,-0.0156,3570000.0,15 lis
INBS.US,INTELLIGENT BIO SOLUTIONS,0.569,+2.52%,0.014,3510000.0,15 lis
EJH.US,E-Home Household Service Holdi,4.6,+17.05%,0.67,3500000.0,15 lis
LESL.US,LESLIE'S,5.54,+5.32%,0.28,3490000.0,15 lis
FATE.US,FATE THERAPEUTICS,2.48,+7.36%,0.17,3490000.0,15 lis
CRON.US,CRONOS GROUP,1.95,-2.50%,-0.05,3480000.0,15 lis
EVLO.US,Evelo Biosciences,0.4452,+29.16%,0.1005,3470000.0,15 lis
XEL.US,XCEL ENERGY,60.09,-0.35%,-0.21,3440000.0,15 lis
MAXN.US,MAXEON SOLAR TECHNOLOGIES,6.1,-1.29%,-0.08,3430000.0,15 lis
AEP.US,AMERICAN ELECTRIC POWER,76.53,-1.14%,-0.88,3400000.0,15 lis
RCM.US,R1 RCM,10.69,+1.04%,0.11,3390000.0,15 lis
APA.US,APA,37.31,-0.69%,-0.26,3380000.0,15 lis
FOLD.US,AMICUS THERAPEUTICS,10.66,-1.02%,-0.11,3350000.0,15 lis
SEEL.US,SEELOS THERAPEUTICS,0.1205,-2.74%,-0.0034,3340000.0,15 lis
DBX.US,DROPBOX,27.54,+0.51%,0.14,3330000.0,15 lis
SBRA.US,SABRA HEALTH CARE REIT,14.47,-0.55%,-0.08,3310000.0,15 lis
LSCC.US,LATTICE SEMICONDUCTOR,60.65,+3.53%,2.07,3300000.0,15 lis
ADI.US,ANALOG DEVICES,180.78,+1.80%,3.2,3290000.0,15 lis
HAIN.US,HAIN CELESTIAL GROUP,11.27,-3.59%,-0.42,3280000.0,15 lis
FTCI.US,FTC SOLAR,0.5174,+4.91%,0.0242,3280000.0,15 lis
COGT.US,COGENT BIOSCIENCES,7.68,+6.52%,0.47,3270000.0,15 lis
HCP.US,HASHICORP,20.88,+2.05%,0.42,3270000.0,15 lis
AUTL.US,AUTOLUS THERAPEUTICS,4.24,+7.34%,0.29,3250000.0,15 lis
GPRO.US,GOPRO,3.58,+4.37%,0.15,3240000.0,15 lis
VRTX.US,VERTEX PHARMACEUTICALS,349.34,-5.57%,-20.61,3230000.0,15 lis
DADA.US,DADA NEXUS,4.11,+9.89%,0.37,3230000.0,15 lis
CLOV.US,CLOVER HEALTH INVESTMENTS,1.02,+0.99%,0.01,3210000.0,15 lis
GAN.US,GAN,1.47,-5.16%,-0.08,3210000.0,15 lis
FAST.US,FASTENAL,60.11,-1.46%,-0.89,3210000.0,15 lis
HAS.US,HASBRO,46.83,+3.79%,1.71,3190000.0,15 lis
FUTU.US,FUTU HOLDINGS,62.15,+2.34%,1.42,3180000.0,15 lis
BMBL.US,BUMBLE,14.94,+0.13%,0.02,3170000.0,15 lis
SGML.US,SIGMA LITHIUM,27.08,+9.50%,2.35,3150000.0,15 lis
FOXA.US,FOX,30.47,+1.26%,0.38,3130000.0,15 lis
SCTL.US,SOCIETAL CDMO,0.3,-6.25%,-0.02,3100000.0,15 lis
ALLO.US,ALLOGENE THERAPEUTICS,2.72,+2.64%,0.07,3090000.0,15 lis
PHUN.US,PHUNWARE,0.1487,-1.98%,-0.003,3090000.0,15 lis
ADBE.US,ADOBE,595.31,-1.49%,-9.02,3090000.0,15 lis
LYRA.US,LYRA THERAPEUTICS,2.89,+0.35%,0.01,3080000.0,15 lis
HA.US,HAWAIIAN HOLDINGS,4.75,+3.71%,0.17,3080000.0,15 lis
BMRN.US,BIOMARIN PHARMACEUTICAL,87.06,+2.59%,2.2,3070000.0,15 lis
ICU.US,SeaStar Medical Holding Corp,0.5651,-6.39%,-0.0386,3060000.0,15 lis
CTSH.US,COGNIZANT TECHNOLOGY SOLUTIONS,68.41,+1.53%,1.03,3050000.0,15 lis
SFIX.US,STITCH FIX,3.58,+5.29%,0.18,3040000.0,15 lis
VTNR.US,VERTEX ENERGY,3.98,+5.29%,0.2,3020000.0,15 lis
DOCU.US,DOCUSIGN,43.38,+1.52%,0.65,3000000.0,15 lis
FSLR.US,FIRST SOLAR,152.42,+2.20%,3.28,2990000.0,15 lis
FRSH.US,FRESHWORKS,18.17,-0.82%,-0.15,2990000.0,15 lis
RVMD.US,REVOLUTION MEDICINES,21.34,+2.25%,0.47,2990000.0,15 lis
DLTR.US,DOLLAR TREE,118.72,+1.72%,2.01,2970000.0,15 lis
INFN.US,INFINERA,4.4,-0.68%,-0.03,2970000.0,15 lis
SGMO.US,SANGAMO THERAPEUTICS,0.3652,+8.40%,0.0283,2950000.0,15 lis
WMG.US,WARNER MUSIC GROUP,32.85,-0.54%,-0.18,2930000.0,15 lis
INMD.US,INMODE,22.18,+5.77%,1.21,2930000.0,15 lis
VKTX.US,VIKING THERAPEUTICS,11.03,-1.25%,-0.14,2890000.0,15 lis
CDIO.US,CARDIO DIAGNOSTICS HOLDINGS,1.06,0.00%,0.0,2870000.0,15 lis
VRM.US,VROOM,0.8205,+3.44%,0.0273,2870000.0,15 lis
ACGL.US,ARCH CAPITAL GROUP,82.66,-3.32%,-2.84,2830000.0,15 lis
MRSN.US,MERSANA THERAPEUTICS,1.54,+9.22%,0.13,2820000.0,15 lis
NXPI.US,NXP SEMICONDUCTORS,200.75,+3.01%,5.86,2810000.0,15 lis
RGTI.US,RIGETTI COMPUTING,1.17,-1.68%,-0.02,2800000.0,15 lis
AMGN.US,AMGEN,273.03,+1.11%,3.01,2800000.0,15 lis
LXRX.US,LEXICON PHARMACEUTICALS,1.14,+1.79%,0.02,2800000.0,15 lis
ATEC.US,ALPHATEC HOLDINGS,11.2,+5.36%,0.57,2800000.0,15 lis
JEPQ.US,JPMorgan Nasdaq Equity Premium,48.85,-0.04%,-0.02,2790000.0,15 lis
SHOT.US,Safety Shot,2.28,-4.20%,-0.1,2790000.0,15 lis
GEHC.US,GE HEALTHCARE TECHNOLOGIES,71.52,-0.96%,-0.69,2780000.0,15 lis
INVZ.US,INNOVIZ TECHNOLOGIES,2.07,-3.27%,-0.07,2770000.0,15 lis
BTAI.US,BIOXCEL THERAPEUTICS,4.4,+4.27%,0.18,2760000.0,15 lis
MTTR.US,MATTERPORT,2.69,-0.37%,-0.01,2750000.0,15 lis
PAA.US,PLAINS ALL AMERICAN PIPELINE,15.44,-0.26%,-0.04,2740000.0,15 lis
BSFC.US,Blue Star Foods Corp,0.124,-14.25%,-0.0206,2730000.0,15 lis
CLBT.US,CELLEBRITE DI,8.0,+0.50%,0.04,2730000.0,15 lis
MNKD.US,MANNKIND,3.75,+0.81%,0.03,2710000.0,15 lis
SLDP.US,SOLID POWER,1.65,+3.77%,0.06,2700000.0,15 lis
AFIB.US,ACUTUS MEDICAL,0.208,+23.81%,0.04,2700000.0,15 lis
MLCO.US,MELCO RESORTS & ENTERTAINMENT,7.38,+1.65%,0.12,2660000.0,15 lis
TCON.US,TRACON PHARMACEUTICALS,0.1692,-5.47%,-0.0098,2650000.0,15 lis
NWSA.US,NEWS,20.88,-0.38%,-0.08,2640000.0,15 lis
ARQQ.US,ARQIT QUANTUM,0.6,-14.75%,-0.1038,2610000.0,15 lis
BCRX.US,BIOCRYST PHARMACEUTICALS,5.21,-2.07%,-0.11,2600000.0,15 lis
VFS.US,VINFAST AUTO PTE,6.17,-0.32%,-0.02,2580000.0,15 lis
SPCB.US,SUPERCOM,0.425,+1.19%,0.005,2570000.0,15 lis
AVDX.US,AVIDXCHANGE HOLDINGS,9.77,+0.21%,0.02,2560000.0,15 lis
WYNN.US,WYNN RESORTS,87.46,+0.39%,0.34,2540000.0,15 lis
TPIC.US,TPI COMPOSITES,2.925,+2.99%,0.085,2540000.0,15 lis
HOLX.US,HOLOGIC,72.01,+0.10%,0.07,2530000.0,15 lis
NDAQ.US,NASDAQ,53.32,+0.40%,0.21,2500000.0,15 lis
OLPX.US,OLAPLEX HOLDINGS,1.92,+6.08%,0.11,2500000.0,15 lis
ALGM.US,ALLEGRO MICROSYSTEMS,28.64,+3.69%,1.02,2490000.0,15 lis
SPLK.US,SPLUNK,151.06,-0.05%,-0.08,2480000.0,15 lis
CLLS.US,CELLECTIS,2.8,+9.37%,0.24,2470000.0,15 lis
WSC.US,WILLSCOT MOBILE MINI HOLDINGS,39.11,-0.36%,-0.14,2470000.0,15 lis
METC.US,RAMACO RESOURCES,18.0,-0.77%,-0.14,2460000.0,15 lis
INVO.US,INVO BIOSCIENCE,1.85,-14.35%,-0.31,2460000.0,15 lis
ZION.US,ZIONS BANCORP NA,36.08,+2.01%,0.71,2440000.0,15 lis
MCRB.US,SERES THERAPEUTICS,1.2,-3.23%,-0.04,2420000.0,15 lis
INTA.US,INTAPP,38.74,-5.00%,-2.04,2410000.0,15 lis
SOVO.US,SOVOS BRANDS,21.68,+0.37%,0.08,2390000.0,15 lis
RPTX.US,REPARE THERAPEUTICS,5.29,+29.66%,1.21,2380000.0,15 lis
SNY.US,SANOFI,45.42,-0.68%,-0.31,2370000.0,15 lis
IRWD.US,IRONWOOD PHARMACEUTICALS,9.76,+0.10%,0.01,2360000.0,15 lis
CROX.US,CROCS,89.51,+5.13%,4.37,2350000.0,15 lis
JGGCR.US,JAGUAR GLOBAL GROWTH I,0.14,0.00%,0.0,2350000.0,15 lis
UPWK.US,UPWORK,14.48,+0.42%,0.06,2320000.0,15 lis
CAN.US,CANAAN,1.76,+6.67%,0.11,2310000.0,15 lis
FGEN.US,FIBROGEN,0.5107,+6.22%,0.0299,2310000.0,15 lis
VNET.US,VNET GROUP,3.54,+4.73%,0.16,2300000.0,15 lis
INO.US,INOVIO PHARMACEUTICALS,0.3802,+1.39%,0.0052,2290000.0,15 lis
XFOR.US,X4 PHARMACEUTICALS,0.7856,-1.15%,-0.0091,2280000.0,15 lis
NTNX.US,NUTANIX,39.45,-1.47%,-0.59,2280000.0,15 lis
PRPL.US,PURPLE INNOVATION,0.6276,+2.89%,0.0176,2270000.0,15 lis
BGC.US,BGC GROUP,6.4,+0.79%,0.05,2260000.0,15 lis
LBTYK.US,LIBERTY GLOBAL,17.57,+2.81%,0.48,2260000.0,15 lis
HUBC.US,HUB CYBER SECURITY,0.3243,+1.34%,0.0043,2260000.0,15 lis
APLD.US,APPLIED DIGITAL,4.32,-0.92%,-0.04,2250000.0,15 lis
PAYX.US,PAYCHEX,117.14,+0.76%,0.88,2240000.0,15 lis
PODD.US,INSULET,173.49,+0.31%,0.54,2240000.0,15 lis
ARQT.US,ARCUTIS BIOTHERAPEUTICS,2.08,-4.59%,-0.1,2230000.0,15 lis
ISUN.US,ISUN,0.1554,-5.24%,-0.0086,2230000.0,15 lis
LIFW.US,MSP RECOVERY,6.83,-0.44%,-0.03,2230000.0,15 lis
LKQ.US,LKQ,45.67,-1.57%,-0.73,2220000.0,15 lis
ALTO.US,ALTO INGREDIENTS,2.4,+0.42%,0.01,2210000.0,15 lis
OPK.US,OPKO HEALTH,1.42,+2.16%,0.03,2190000.0,15 lis
LMFA.US,LM FUNDING AMERICA,0.381,-2.31%,-0.009,2190000.0,15 lis
LPSN.US,LIVEPERSON,3.25,+2.52%,0.08,2190000.0,15 lis
XERS.US,XERIS BIOPHARMA HOLDINGS,1.47,-5.77%,-0.09,2180000.0,15 lis
ULCC.US,FRONTIER GROUP HOLDINGS,4.11,+3.01%,0.12,2180000.0,15 lis
KRON.US,KRONOS BIO,0.91,+21.33%,0.16,2170000.0,15 lis
HROW.US,HARROW HEALTH,8.1,-1.34%,-0.11,2170000.0,15 lis
COST.US,COSTCO WHOLESALE,596.78,+1.01%,5.98,2170000.0,15 lis
RNAZ.US,TRANSCODE THERAPEUTICS,0.2874,-9.34%,-0.0296,2150000.0,15 lis
IHRT.US,IHEARTMEDIA,2.48,+18.10%,0.38,2150000.0,15 lis
DRRX.US,DURECT,0.61,+12.13%,0.066,2150000.0,15 lis
THRX.US,Theseus Pharmaceuticals,3.3,+2.80%,0.09,2150000.0,15 lis
ALKS.US,ALKERMES,23.71,-1.98%,-0.48,2140000.0,15 lis
ASRT.US,ASSERTIO HOLDINGS,1.14,+6.54%,0.07,2130000.0,15 lis
RNAC.US,CARTESIAN THERAPEUTICS,0.97,-9.38%,-0.1,2130000.0,15 lis
CDNS.US,CADENCE DESIGN SYSTEMS,265.79,-2.51%,-6.83,2120000.0,15 lis
LBTYA.US,LIBERTY GLOBAL,16.34,+2.32%,0.37,2120000.0,15 lis
PRCH.US,PORCH GROUP,1.47,+9.70%,0.13,2080000.0,15 lis
XRX.US,XEROX HOLDINGS,13.77,0.00%,0.0,2080000.0,15 lis
BGXX.US,BRIGHT GREEN,0.4,+25.00%,0.08,2069999.9999999998,15 lis
IREN.US,IRIS ENERGY,3.11,+6.87%,0.2,2069999.9999999998,15 lis
DCFC.US,TRITIUM DCFC,0.199,-2.69%,-0.0055,2060000.0,15 lis
EVRG.US,EVERGY,50.27,+0.66%,0.33,2060000.0,15 lis
VIR.US,VIR BIOTECHNOLOGY,9.68,-1.83%,-0.18,2060000.0,15 lis
PROK.US,PROKIDNEY,1.39,-8.55%,-0.13,2060000.0,15 lis
VXRT.US,VAXART,0.85,+10.39%,0.08,2009999.9999999998,15 lis
GRPN.US,GROUPON,10.03,+4.37%,0.42,2009999.9999999998,15 lis
SUNW.US,SUNWORKS,0.313,0.00%,0.0,2000000.0,15 lis
CEG.US,CONSTELLATION ENERGY,121.99,-3.58%,-4.53,1980000.0,15 lis
ENTG.US,ENTEGRIS,102.84,+2.27%,2.28,1980000.0,15 lis
LNT.US,ALLIANT ENERGY,49.32,+0.41%,0.2,1970000.0,15 lis
EXTR.US,EXTREME NETWORKS,17.12,+0.65%,0.11,1970000.0,15 lis
HRYU.US,Hanryu Holdings,0.67,-28.74%,-0.2702,1960000.0,15 lis
BLDP.US,BALLARD POWER SYSTEMS,3.69,+1.37%,0.05,1960000.0,15 lis
ZS.US,ZSCALER,184.56,-1.35%,-2.53,1950000.0,15 lis
INCY.US,INCYTE,54.98,+0.75%,0.41,1950000.0,15 lis
OXLC.US,OXFORD LANE CAPITAL,4.95,-3.32%,-0.17,1950000.0,15 lis
PAYO.US,PAYONEER GLOBAL,5.7,0.00%,0.0,1930000.0,15 lis
CGNX.US,COGNEX,37.37,+1.66%,0.61,1930000.0,15 lis
CD.US,CHINDATA GROUP HOLDINGS,9.17,+5.28%,0.46,1930000.0,15 lis
TSLA.US,TESLA,233.59,-3.81%,-9.25,137000000.0,16 lis
MCOM.US,MICROMOBILITY.COM,0.0185,-11.06%,-0.0023,87700000.0,16 lis
INTC.US,INTEL,43.35,+6.75%,2.74,86400000.0,16 lis
GMBL.US,ESPORTS ENTERTAINMENT GROUP,0.0342,-8.31%,-0.0031,83800000.0,16 lis
CSCO.US,CISCO SYSTEMS,48.04,-9.83%,-5.24,79100000.0,16 lis
LMDX.US,LUMIRADX,0.135,+36.64%,0.0362,75700000.0,16 lis
SOFI.US,SOFI TECHNOLOGIES,6.71,-8.96%,-0.66,73600000.0,16 lis
APLM.US,Apollomics,0.85,-2.30%,-0.02,65400000.00000001,16 lis
AAPL.US,APPLE,189.71,+0.90%,1.7,54400000.0,16 lis
AMD.US,ADVANCED MICRO DEVICES,119.83,+1.55%,1.83,49700000.0,16 lis
AMZN.US,AMAZON.COM,142.83,-0.26%,-0.37,49700000.0,16 lis
BETS.US,BIT BROTHER,0.0267,-11.30%,-0.0034,45700000.0,16 lis
BBLG.US,BONE BIOLOGICS,0.78,+43.62%,0.2369,44800000.0,16 lis
PLUG.US,PLUG POWER,4.18,-3.91%,-0.17,42000000.0,16 lis
SGBX.US,SAFE & GREEN HOLDINGS,0.7308,+82.02%,0.3293,41300000.0,16 lis
CISO.US,CISO GLOBAL,0.1385,-13.44%,-0.0215,40600000.0,16 lis
MARA.US,MARATHON DIGITAL HOLDINGS,9.76,-4.69%,-0.48,39700000.0,16 lis
MULN.US,MULLEN AUTOMOTIVE,0.175,-1.91%,-0.0034,37800000.0,16 lis
RIVN.US,RIVIAN AUTOMOTIVE,16.39,-4.93%,-0.85,36700000.0,16 lis
AAL.US,AMERICAN AIRLINES GROUP,12.19,-1.85%,-0.23,34500000.0,16 lis
NVDA.US,NVIDIA,494.8,+1.21%,5.92,34000000.0,16 lis
GOEV.US,CANOO,0.26,-4.45%,-0.0121,33600000.0,16 lis
LCID.US,LUCID GROUP,4.28,+1.42%,0.06,31500000.0,16 lis
GRAB.US,GRAB HOLDINGS,3.29,-3.80%,-0.13,28900000.0,16 lis
MRAI.US,MARPAI,0.98,+58.06%,0.36,28800000.0,16 lis
GOOGL.US,ALPHABET,136.93,+1.72%,2.31,28000000.0,16 lis
MSFT.US,MICROSOFT,376.17,+1.76%,6.5,27200000.0,16 lis
WAVD.US,WAVEDANCER,2.79,+76.58%,1.21,24500000.0,16 lis
OTLY.US,OATLY GROUP AB,0.7612,+43.60%,0.2311,22700000.0,16 lis
WBD.US,WARNER BROS DISCOVERY,10.32,-2.27%,-0.24,22000000.0,16 lis
RIOT.US,RIOT PLATFORMS,10.16,-4.87%,-0.52,20300000.0,16 lis
ATRA.US,ATARA BIOTHERAPEUTICS,0.4805,+26.38%,0.1003,19900000.0,16 lis
ABVC.US,ABVC BIOPHARMA,1.59,+27.20%,0.34,19900000.0,16 lis
JD.US,JD.COM,28.08,-1.78%,-0.51,19500000.0,16 lis
NXU.US,NXU,0.0277,-5.14%,-0.0015,18900000.0,16 lis
META.US,Meta Platforms,334.19,+0.44%,1.48,18900000.0,16 lis
CMCSA.US,COMCAST,42.41,-0.28%,-0.12,18400000.0,16 lis
TSLL.US,Direxion Shares ETF Trust Dire,13.6,-5.88%,-0.85,18100000.0,16 lis
MRVL.US,MARVELL TECHNOLOGY,54.66,-4.39%,-2.51,17800000.0,16 lis
GOOG.US,ALPHABET,138.7,+1.70%,2.32,17600000.0,16 lis
OPEN.US,OPENDOOR TECHNOLOGIES,2.38,-3.64%,-0.09,16600000.000000002,16 lis
NKLA.US,NIKOLA,1.02,-4.67%,-0.05,16500000.0,16 lis
HSCS.US,HEART TEST LABORATORIES,0.1684,+12.27%,0.0184,15900000.0,16 lis
PANW.US,Palo Alto Networks,242.3,-5.42%,-13.88,15600000.0,16 lis
ACRS.US,ACLARIS THERAPEUTICS,0.8852,+10.42%,0.0835,15600000.0,16 lis
SGD.US,SAFE & GREEN DEVELOPMENT CORP/FL,3.03,+531.25%,2.55,15100000.0,16 lis
AFRM.US,AFFIRM HOLDINGS,24.54,-5.54%,-1.44,14400000.0,16 lis
LAZR.US,LUMINAR TECHNOLOGIES,2.74,-17.72%,-0.59,14000000.0,16 lis
CLSK.US,CLEANSPARK,3.84,-7.47%,-0.31,14000000.0,16 lis
HOOD.US,ROBINHOOD MARKETS,7.94,-4.68%,-0.39,13500000.0,16 lis
FFIE.US,FARADAY FUTURE INTELLIGENT ELECTRIC,0.5221,-22.65%,-0.1529,13500000.0,16 lis
CSX.US,CSX Corp,31.33,+1.10%,0.34,13500000.0,16 lis
AGNC.US,AGNC INVESTMENT,8.68,+0.12%,0.01,13400000.0,16 lis
MU.US,MICRON TECHNOLOGY,76.67,-0.61%,-0.47,13000000.0,16 lis
CGC.US,CANOPY GROWTH,0.5308,-2.23%,-0.0121,12900000.0,16 lis
DKNG.US,DRAFTKINGS,37.31,+1.88%,0.69,12900000.0,16 lis
LYFT.US,LYFT,10.4,-4.24%,-0.46,12800000.0,16 lis
PYPL.US,PAYPAL HOLDINGS,56.82,-2.45%,-1.43,12700000.0,16 lis
SONO.US,SONOS,13.29,+17.09%,1.94,12400000.0,16 lis
SKIN.US,BEAUTY HEALTH,1.78,-6.32%,-0.12,12100000.0,16 lis
PARA.US,PARAMOUNT GLOBAL,12.76,-3.11%,-0.41,12100000.0,16 lis
HUT.US,HUT 8 MINING,1.86,-7.00%,-0.14,11900000.0,16 lis
STNE.US,STONECO,13.68,+0.88%,0.12,11800000.0,16 lis
HBAN.US,HUNTINGTON BANCSHARES INC/OH,10.91,-0.82%,-0.09,11700000.0,16 lis
QCOM.US,QUALCOMM,128.7,-0.17%,-0.22,11700000.0,16 lis
LQR.US,LQR HOUSE,0.0626,+1.95%,0.0012,11600000.0,16 lis
IMPL.US,IMPEL PHARMACEUTICALS,0.355,+26.83%,0.0751,11500000.0,16 lis
DISH.US,DISH NETWORK,3.32,-4.05%,-0.14,11300000.0,16 lis
JBLU.US,JETBLUE AIRWAYS,4.34,-4.62%,-0.21,11200000.0,16 lis
RUN.US,SUNRUN,11.19,-3.45%,-0.4,11200000.0,16 lis
PTON.US,PELOTON INTERACTIVE,5.36,-3.77%,-0.21,10800000.0,16 lis
WBA.US,WALGREENS BOOTS ALLIANCE,20.75,-3.71%,-0.8,10700000.0,16 lis
AVTX.US,AVALO THERAPEUTICS,0.092,-6.88%,-0.0068,10700000.0,16 lis
IQ.US,IQIYI,5.03,-4.19%,-0.22,10600000.0,16 lis
AMAT.US,APPLIED MATERIALS,154.81,-0.36%,-0.56,10500000.0,16 lis
EXC.US,EXELON,39.48,-0.48%,-0.19,10400000.0,16 lis
SIRI.US,SIRIUS XM HOLDINGS,5.13,-1.16%,-0.06,10200000.0,16 lis
SOUN.US,SOUNDHOUND AI,2.11,-5.38%,-0.12,10200000.0,16 lis
BITF.US,BITFARMS LTD/CANADA,1.21,-6.92%,-0.09,9830000.0,16 lis
VLCN.US,VOLCON,0.2306,-64.52%,-0.4194,9530000.0,16 lis
FCEL.US,FUELCELL ENERGY,1.215,-2.02%,-0.025,9250000.0,16 lis
EVLO.US,Evelo Biosciences,0.7348,+65.05%,0.2896,9220000.0,16 lis
